Altitude,Temperature,Pressure,Density,Speed_of_sound
0,288.15,101325,1.225,340.294065
7.5,288.10125,101234.933896,1.224118,340.265278
15,288.0525,101144.932628,1.223237,340.236488
22.5,288.00375,101054.996163,1.222356,340.207696
30,287.955,100965.124462,1.221476,340.178902
37.5,287.90625,100875.317492,1.220596,340.150105
45,287.8575,100785.575216,1.219717,340.121306
52.5,287.80875,100695.897599,1.218838,340.092504
60,287.76,100606.284605,1.217959,340.0637
67.5,287.71125,100516.736198,1.217081,340.034893
75,287.6625,100427.252342,1.216204,340.006084
82.5,287.61375,100337.833003,1.215327,339.977272
90,287.565,100248.478145,1.214451,339.948458
97.5,287.51625,100159.187732,1.213575,339.919642
105,287.4675,100069.961727,1.212699,339.890823
112.5,287.41875,99980.800097,1.211824,339.862002
120,287.37,99891.702805,1.21095,339.833178
127.5,287.32125,99802.669816,1.210076,339.804352
135,287.2725,99713.701095,1.209202,339.775523
142.5,287.22375,99624.796605,1.208329,339.746692
150,287.175,99535.956311,1.207456,339.717859
157.5,287.12625,99447.180178,1.206584,339.689023
165,287.0775,99358.468171,1.205713,339.660184
172.5,287.02875,99269.820253,1.204842,339.631343
180,286.98,99181.23639,1.203971,339.6025
187.5,286.93125,99092.716546,1.203101,339.573654
195,286.8825,99004.260686,1.202231,339.544806
202.5,286.83375,98915.868774,1.201362,339.515955
210,286.785,98827.540775,1.200493,339.487102
217.5,286.73625,98739.276654,1.199625,339.458246
225,286.6875,98651.076375,1.198757,339.429388
232.5,286.63875,98562.939903,1.19789,339.400528
240,286.59,98474.867202,1.197023,339.371665
247.5,286.54125,98386.858238,1.196157,339.3428
255,286.4925,98298.912975,1.195291,339.313932
262.5,286.44375,98211.031377,1.194425,339.285061
270,286.395,98123.21341,1.19356,339.256189
277.5,286.34625,98035.459038,1.192696,339.227313
285,286.2975,97947.768226,1.191832,339.198436
292.5,286.24875,97860.140938,1.190969,339.169556
300,286.2,97772.577141,1.190106,339.140673
307.5,286.15125,97685.076797,1.189243,339.111788
315,286.1025,97597.639873,1.188381,339.0829
322.5,286.05375,97510.266332,1.18752,339.05401
330,286.005,97422.956141,1.186659,339.025118
337.5,285.95625,97335.709263,1.185798,338.996223
345,285.9075,97248.525663,1.184938,338.967326
352.5,285.85875,97161.405307,1.184078,338.938426
360,285.81,97074.34816,1.183219,338.909523
367.5,285.76125,96987.354185,1.18236,338.880619
375,285.7125,96900.423349,1.181502,338.851711
382.5,285.66375,96813.555615,1.180644,338.822802
390,285.615,96726.75095,1.179787,338.79389
397.5,285.56625,96640.009318,1.17893,338.764975
405,285.5175,96553.330684,1.178074,338.736058
412.5,285.46875,96466.715012,1.177218,338.707138
420,285.42,96380.162269,1.176363,338.678216
427.5,285.37125,96293.672419,1.175508,338.649292
435,285.3225,96207.245426,1.174654,338.620365
442.5,285.27375,96120.881257,1.1738,338.591435
450,285.225,96034.579876,1.172946,338.562503
457.5,285.17625,95948.341248,1.172093,338.533569
465,285.1275,95862.165338,1.171241,338.504632
472.5,285.07875,95776.052112,1.170389,338.475693
480,285.03,95690.001534,1.169537,338.446751
487.5,284.98125,95604.013569,1.168686,338.417807
495,284.9325,95518.088184,1.167836,338.38886
502.5,284.88375,95432.225342,1.166986,338.359911
510,284.835,95346.42501,1.166136,338.330959
517.5,284.78625,95260.687151,1.165287,338.302005
525,284.7375,95175.011733,1.164438,338.273048
532.5,284.68875,95089.398718,1.16359,338.244089
540,284.64,95003.848074,1.162742,338.215127
547.5,284.59125,94918.359765,1.161895,338.186163
555,284.5425,94832.933756,1.161048,338.157197
562.5,284.49375,94747.570013,1.160202,338.128227
570,284.445,94662.2685,1.159356,338.099256
577.5,284.39625,94577.029184,1.15851,338.070282
585,284.3475,94491.852029,1.157665,338.041305
592.5,284.29875,94406.737002,1.156821,338.012326
600,284.25,94321.684066,1.155977,337.983345
607.5,284.20125,94236.693187,1.155133,337.954361
615,284.1525,94151.764332,1.15429,337.925374
622.5,284.10375,94066.897464,1.153448,337.896385
630,284.055,93982.09255,1.152606,337.867394
637.5,284.00625,93897.349556,1.151764,337.8384
645,283.9575,93812.668445,1.150923,337.809404
652.5,283.90875,93728.049184,1.150082,337.780405
660,283.86,93643.491739,1.149242,337.751403
667.5,283.81125,93558.996074,1.148402,337.722399
675,283.7625,93474.562155,1.147563,337.693393
682.5,283.71375,93390.189948,1.146724,337.664384
690,283.665,93305.879418,1.145886,337.635373
697.5,283.61625,93221.63053,1.145048,337.606359
705,283.5675,93137.443251,1.144211,337.577343
712.5,283.51875,93053.317545,1.143374,337.548324
720,283.47,92969.253379,1.142537,337.519302
727.5,283.42125,92885.250717,1.141701,337.490279
735,283.3725,92801.309525,1.140866,337.461252
742.5,283.32375,92717.429769,1.140031,337.432223
750,283.275,92633.611415,1.139196,337.403192
757.5,283.22625,92549.854428,1.138362,337.374158
765,283.1775,92466.158773,1.137528,337.345122
772.5,283.12875,92382.524417,1.136695,337.316083
780,283.08,92298.951325,1.135862,337.287042
787.5,283.03125,92215.439463,1.13503,337.257998
795,282.9825,92131.988796,1.134198,337.228952
802.5,282.93375,92048.599289,1.133367,337.199903
810,282.885,91965.27091,1.132536,337.170851
817.5,282.83625,91882.003623,1.131706,337.141798
825,282.7875,91798.797394,1.130876,337.112741
832.5,282.73875,91715.652189,1.130046,337.083682
840,282.69,91632.567974,1.129217,337.054621
847.5,282.64125,91549.544714,1.128389,337.025557
855,282.5925,91466.582375,1.127561,336.996491
862.5,282.54375,91383.680923,1.126733,336.967422
870,282.495,91300.840324,1.125906,336.938351
877.5,282.44625,91218.060544,1.125079,336.909277
885,282.3975,91135.341548,1.124253,336.8802
892.5,282.34875,91052.683303,1.123427,336.851121
900,282.3,90970.085773,1.122602,336.82204
907.5,282.25125,90887.548926,1.121777,336.792956
915,282.2025,90805.072727,1.120953,336.76387
922.5,282.15375,90722.657141,1.120129,336.734781
930,282.105,90640.302135,1.119306,336.705689
937.5,282.05625,90558.007675,1.118483,336.676595
945,282.0075,90475.773726,1.11766,336.647499
952.5,281.95875,90393.600256,1.116838,336.6184
960,281.91,90311.487228,1.116016,336.589298
967.5,281.86125,90229.43461,1.115195,336.560194
975,281.8125,90147.442368,1.114375,336.531088
982.5,281.76375,90065.510467,1.113555,336.501979
990,281.715,89983.638874,1.112735,336.472867
997.5,281.66625,89901.827554,1.111916,336.443753
1005,281.6175,89820.076474,1.111097,336.414636
1012.5,281.56875,89738.385599,1.110278,336.385517
1020,281.52,89656.754897,1.109461,336.356395
1027.5,281.47125,89575.184332,1.108643,336.327271
1035,281.4225,89493.673871,1.107826,336.298145
1042.5,281.37375,89412.22348,1.10701,336.269015
1050,281.325,89330.833125,1.106194,336.239884
1057.5,281.27625,89249.502773,1.105378,336.210749
1065,281.2275,89168.232389,1.104563,336.181612
1072.5,281.17875,89087.02194,1.103748,336.152473
1080,281.13,89005.871392,1.102934,336.123331
1087.5,281.08125,88924.78071,1.10212,336.094187
1095,281.0325,88843.749862,1.101307,336.06504
1102.5,280.98375,88762.778813,1.100494,336.035891
1110,280.935,88681.86753,1.099682,336.006739
1117.5,280.88625,88601.015979,1.09887,335.977584
1125,280.8375,88520.224126,1.098059,335.948427
1132.5,280.78875,88439.491938,1.097248,335.919267
1140,280.74,88358.81938,1.096437,335.890105
1147.5,280.69125,88278.206419,1.095627,335.860941
1155,280.6425,88197.653022,1.094817,335.831774
1162.5,280.59375,88117.159154,1.094008,335.802604
1170,280.545,88036.724783,1.0932,335.773432
1177.5,280.49625,87956.349873,1.092391,335.744257
1185,280.4475,87876.034393,1.091584,335.71508
1192.5,280.39875,87795.778307,1.090776,335.6859
1200,280.35,87715.581583,1.089969,335.656717
1207.5,280.30125,87635.444187,1.089163,335.627533
1215,280.2525,87555.366085,1.088357,335.598345
1222.5,280.20375,87475.347244,1.087552,335.569155
1230,280.155,87395.38763,1.086746,335.539963
1237.5,280.10625,87315.48721,1.085942,335.510768
1245,280.0575,87235.64595,1.085138,335.48157
1252.5,280.00875,87155.863817,1.084334,335.45237
1260,279.96,87076.140776,1.083531,335.423167
1267.5,279.91125,86996.476796,1.082728,335.393962
1275,279.8625,86916.871841,1.081926,335.364754
1282.5,279.81375,86837.325879,1.081124,335.335544
1290,279.765,86757.838876,1.080323,335.306331
1297.5,279.71625,86678.410799,1.079522,335.277116
1305,279.6675,86599.041615,1.078721,335.247898
1312.5,279.61875,86519.731289,1.077921,335.218677
1320,279.57,86440.479789,1.077122,335.189454
1327.5,279.52125,86361.287081,1.076322,335.160228
1335,279.4725,86282.153132,1.075524,335.131
1342.5,279.42375,86203.077908,1.074726,335.10177
1350,279.375,86124.061376,1.073928,335.072536
1357.5,279.32625,86045.103503,1.07313,335.043301
1365,279.2775,85966.204256,1.072334,335.014062
1372.5,279.22875,85887.3636,1.071537,334.984821
1380,279.18,85808.581504,1.070741,334.955578
1387.5,279.13125,85729.857932,1.069946,334.926332
1395,279.0825,85651.192854,1.069151,334.897083
1402.5,279.03375,85572.586234,1.068356,334.867832
1410,278.985,85494.03804,1.067562,334.838579
1417.5,278.93625,85415.548239,1.066768,334.809322
1425,278.8875,85337.116796,1.065975,334.780064
1432.5,278.83875,85258.743681,1.065182,334.750802
1440,278.79,85180.428858,1.06439,334.721538
1447.5,278.74125,85102.172294,1.063598,334.692272
1455,278.6925,85023.973958,1.062807,334.663003
1462.5,278.64375,84945.833815,1.062016,334.633731
1470,278.595,84867.751832,1.061225,334.604457
1477.5,278.54625,84789.727976,1.060435,334.57518
1485,278.4975,84711.762215,1.059645,334.545901
1492.5,278.44875,84633.854514,1.058856,334.516619
1500,278.4,84556.004841,1.058067,334.487335
1507.5,278.35125,84478.213164,1.057279,334.458048
1515,278.3025,84400.479448,1.056491,334.428759
1522.5,278.25375,84322.80366,1.055704,334.399466
1530,278.205,84245.185769,1.054917,334.370172
1537.5,278.15625,84167.62574,1.05413,334.340875
1545,278.1075,84090.123541,1.053344,334.311575
1552.5,278.05875,84012.679138,1.052559,334.282273
1560,278.01,83935.292499,1.051774,334.252968
1567.5,277.96125,83857.963591,1.050989,334.22366
1575,277.9125,83780.692381,1.050205,334.19435
1582.5,277.86375,83703.478835,1.049421,334.165037
1590,277.815,83626.322922,1.048638,334.135722
1597.5,277.76625,83549.224607,1.047855,334.106404
1605,277.7175,83472.183859,1.047072,334.077084
1612.5,277.66875,83395.200644,1.04629,334.047761
1620,277.62,83318.274929,1.045509,334.018436
1627.5,277.57125,83241.406681,1.044728,333.989108
1635,277.5225,83164.595869,1.043947,333.959777
1642.5,277.47375,83087.842458,1.043167,333.930444
1650,277.425,83011.146416,1.042387,333.901108
1657.5,277.37625,82934.50771,1.041608,333.87177
1665,277.3275,82857.926307,1.040829,333.842429
1672.5,277.27875,82781.402175,1.04005,333.813085
1680,277.23,82704.935281,1.039272,333.783739
1687.5,277.18125,82628.525592,1.038495,333.75439
1695,277.1325,82552.173075,1.037718,333.725039
1702.5,277.08375,82475.877698,1.036941,333.695685
1710,277.035,82399.639428,1.036165,333.666329
1717.5,276.98625,82323.458231,1.035389,333.63697
1725,276.9375,82247.334076,1.034614,333.607608
1732.5,276.88875,82171.26693,1.033839,333.578244
1740,276.84,82095.256761,1.033064,333.548877
1747.5,276.79125,82019.303534,1.03229,333.519508
1755,276.7425,81943.407218,1.031517,333.490136
1762.5,276.69375,81867.567781,1.030744,333.460761
1770,276.645,81791.785189,1.029971,333.431384
1777.5,276.59625,81716.05941,1.029199,333.402005
1785,276.5475,81640.390411,1.028427,333.372622
1792.5,276.49875,81564.77816,1.027656,333.343237
1800,276.45,81489.222625,1.026885,333.31385
1807.5,276.40125,81413.723772,1.026114,333.28446
1815,276.3525,81338.281569,1.025344,333.255067
1822.5,276.30375,81262.895984,1.024575,333.225672
1830,276.255,81187.566984,1.023806,333.196274
1837.5,276.20625,81112.294536,1.023037,333.166874
1845,276.1575,81037.078609,1.022269,333.137471
1852.5,276.10875,80961.919169,1.021501,333.108065
1860,276.06,80886.816184,1.020733,333.078657
1867.5,276.01125,80811.769623,1.019967,333.049246
1875,275.9625,80736.779451,1.0192,333.019833
1882.5,275.91375,80661.845637,1.018434,332.990417
1890,275.865,80586.968149,1.017668,332.960998
1897.5,275.81625,80512.146954,1.016903,332.931577
1905,275.7675,80437.38202,1.016139,332.902153
1912.5,275.71875,80362.673314,1.015374,332.872727
1920,275.67,80288.020803,1.01461,332.843298
1927.5,275.62125,80213.424457,1.013847,332.813866
1935,275.5725,80138.884242,1.013084,332.784432
1942.5,275.52375,80064.400125,1.012322,332.754995
1950,275.475,79989.972076,1.01156,332.725555
1957.5,275.42625,79915.600061,1.010798,332.696113
1965,275.3775,79841.284047,1.010037,332.666669
1972.5,275.32875,79767.024004,1.009276,332.637222
1980,275.28,79692.819898,1.008516,332.607772
1987.5,275.23125,79618.671698,1.007756,332.578319
1995,275.1825,79544.579371,1.006996,332.548864
2002.5,275.13375,79470.542884,1.006237,332.519406
2010,275.085,79396.562207,1.005479,332.489946
2017.5,275.03625,79322.637305,1.004721,332.460483
2025,274.9875,79248.768148,1.003963,332.431018
2032.5,274.93875,79174.954704,1.003206,332.40155
2040,274.89,79101.196939,1.002449,332.372079
2047.5,274.84125,79027.494822,1.001692,332.342606
2055,274.7925,78953.848321,1.000937,332.31313
2062.5,274.74375,78880.257403,1.000181,332.283651
2070,274.695,78806.722037,0.999426,332.25417
2077.5,274.64625,78733.242191,0.998671,332.224686
2085,274.5975,78659.817832,0.997917,332.1952
2092.5,274.54875,78586.448928,0.997163,332.165711
2100,274.5,78513.135447,0.99641,332.136219
2107.5,274.45125,78439.877358,0.995657,332.106725
2115,274.4025,78366.674628,0.994905,332.077228
2122.5,274.35375,78293.527225,0.994153,332.047728
2130,274.305,78220.435117,0.993401,332.018226
2137.5,274.25625,78147.398272,0.99265,331.988721
2145,274.2075,78074.416659,0.991899,331.959214
2152.5,274.15875,78001.490245,0.991149,331.929704
2160,274.11,77928.618998,0.990399,331.900191
2167.5,274.06125,77855.802887,0.98965,331.870676
2175,274.0125,77783.041879,0.988901,331.841158
2182.5,273.96375,77710.335943,0.988152,331.811638
2190,273.915,77637.685046,0.987404,331.782114
2197.5,273.86625,77565.089157,0.986656,331.752589
2205,273.8175,77492.548244,0.985909,331.72306
2212.5,273.76875,77420.062276,0.985162,331.693529
2220,273.72,77347.631219,0.984416,331.663996
2227.5,273.67125,77275.255043,0.98367,331.634459
2235,273.6225,77202.933715,0.982924,331.60492
2242.5,273.57375,77130.667205,0.982179,331.575379
2250,273.525,77058.455479,0.981435,331.545835
2257.5,273.47625,76986.298506,0.98069,331.516288
2265,273.4275,76914.196255,0.979947,331.486739
2272.5,273.37875,76842.148694,0.979203,331.457186
2280,273.33,76770.15579,0.97846,331.427632
2287.5,273.28125,76698.217513,0.977718,331.398074
2295,273.2325,76626.33383,0.976976,331.368514
2302.5,273.18375,76554.504711,0.976234,331.338952
2310,273.135,76482.730122,0.975493,331.309387
2317.5,273.08625,76411.010032,0.974752,331.279819
2325,273.0375,76339.344411,0.974012,331.250248
2332.5,272.98875,76267.733225,0.973272,331.220675
2340,272.94,76196.176444,0.972532,331.191099
2347.5,272.89125,76124.674036,0.971793,331.161521
2355,272.8425,76053.225969,0.971055,331.13194
2362.5,272.79375,75981.832212,0.970317,331.102356
2370,272.745,75910.492733,0.969579,331.072769
2377.5,272.69625,75839.2075,0.968841,331.04318
2385,272.6475,75767.976482,0.968105,331.013589
2392.5,272.59875,75696.799648,0.967368,330.983994
2400,272.55,75625.676965,0.966632,330.954397
2407.5,272.50125,75554.608403,0.965896,330.924798
2415,272.4525,75483.593929,0.965161,330.895196
2422.5,272.40375,75412.633513,0.964426,330.865591
2430,272.355,75341.727123,0.963692,330.835983
2437.5,272.30625,75270.874727,0.962958,330.806373
2445,272.2575,75200.076293,0.962225,330.77676
2452.5,272.20875,75129.331792,0.961492,330.747145
2460,272.16,75058.64119,0.960759,330.717526
2467.5,272.11125,74988.004457,0.960027,330.687906
2475,272.0625,74917.421561,0.959295,330.658282
2482.5,272.01375,74846.89247,0.958564,330.628656
2490,271.965,74776.417155,0.957833,330.599027
2497.5,271.91625,74705.995582,0.957102,330.569396
2505,271.8675,74635.62772,0.956372,330.539762
2512.5,271.81875,74565.313539,0.955643,330.510125
2520,271.77,74495.053007,0.954913,330.480486
2527.5,271.72125,74424.846093,0.954185,330.450843
2535,271.6725,74354.692765,0.953456,330.421199
2542.5,271.62375,74284.592992,0.952728,330.391551
2550,271.575,74214.546743,0.952001,330.361901
2557.5,271.52625,74144.553986,0.951274,330.332249
2565,271.4775,74074.614691,0.950547,330.302593
2572.5,271.42875,74004.728825,0.949821,330.272935
2580,271.38,73934.896359,0.949095,330.243275
2587.5,271.33125,73865.11726,0.94837,330.213611
2595,271.2825,73795.391497,0.947645,330.183945
2602.5,271.23375,73725.719039,0.94692,330.154277
2610,271.185,73656.099855,0.946196,330.124605
2617.5,271.13625,73586.533914,0.945472,330.094931
2625,271.0875,73517.021185,0.944749,330.065254
2632.5,271.03875,73447.561636,0.944026,330.035575
2640,270.99,73378.155236,0.943304,330.005893
2647.5,270.94125,73308.801955,0.942582,329.976208
2655,270.8925,73239.501761,0.94186,329.946521
2662.5,270.84375,73170.254623,0.941139,329.916831
2670,270.795,73101.06051,0.940418,329.887138
2677.5,270.74625,73031.91939,0.939698,329.857443
2685,270.6975,72962.831234,0.938978,329.827745
2692.5,270.64875,72893.796009,0.938259,329.798044
2700,270.6,72824.813685,0.93754,329.768341
2707.5,270.55125,72755.884231,0.936821,329.738635
2715,270.5025,72687.007615,0.936103,329.708926
2722.5,270.45375,72618.183808,0.935385,329.679214
2730,270.405,72549.412777,0.934668,329.6495
2737.5,270.35625,72480.694491,0.933951,329.619784
2745,270.3075,72412.028921,0.933234,329.590064
2752.5,270.25875,72343.416035,0.932518,329.560342
2760,270.21,72274.855801,0.931803,329.530617
2767.5,270.16125,72206.34819,0.931087,329.50089
2775,270.1125,72137.893169,0.930373,329.471159
2782.5,270.06375,72069.490709,0.929658,329.441426
2790,270.015,72001.140779,0.928944,329.411691
2797.5,269.96625,71932.843346,0.928231,329.381953
2805,269.9175,71864.598382,0.927517,329.352212
2812.5,269.86875,71796.405854,0.926805,329.322468
2820,269.82,71728.265733,0.926092,329.292722
2827.5,269.77125,71660.177986,0.92538,329.262973
2835,269.7225,71592.142584,0.924669,329.233221
2842.5,269.67375,71524.159495,0.923958,329.203467
2850,269.625,71456.228689,0.923247,329.17371
2857.5,269.57625,71388.350135,0.922537,329.14395
2865,269.5275,71320.523803,0.921827,329.114188
2872.5,269.47875,71252.749661,0.921118,329.084422
2880,269.43,71185.027679,0.920409,329.054655
2887.5,269.38125,71117.357825,0.9197,329.024884
2895,269.3325,71049.740071,0.918992,328.995111
2902.5,269.28375,70982.174384,0.918284,328.965335
2910,269.235,70914.660734,0.917577,328.935556
2917.5,269.18625,70847.19909,0.91687,328.905775
2925,269.1375,70779.789422,0.916164,328.875991
2932.5,269.08875,70712.431699,0.915458,328.846204
2940,269.04,70645.12589,0.914752,328.816415
2947.5,268.99125,70577.871966,0.914047,328.786623
2955,268.9425,70510.669894,0.913342,328.756828
2962.5,268.89375,70443.519645,0.912638,328.727031
2970,268.845,70376.421188,0.911934,328.69723
2977.5,268.79625,70309.374493,0.91123,328.667428
2985,268.7475,70242.379528,0.910527,328.637622
2992.5,268.69875,70175.436264,0.909824,328.607814
3000,268.65,70108.54467,0.909122,328.578003
3007.5,268.60125,70041.704715,0.90842,328.548189
3015,268.5525,69974.916369,0.907719,328.518373
3022.5,268.50375,69908.179601,0.907018,328.488553
3030,268.455,69841.494381,0.906317,328.458732
3037.5,268.40625,69774.860679,0.905617,328.428907
3045,268.3575,69708.278463,0.904917,328.39908
3052.5,268.30875,69641.747704,0.904218,328.36925
3060,268.26,69575.268371,0.903519,328.339417
3067.5,268.21125,69508.840434,0.90282,328.309582
3075,268.1625,69442.463862,0.902122,328.279744
3082.5,268.11375,69376.138624,0.901424,328.249903
3090,268.065,69309.864692,0.900727,328.220059
3097.5,268.01625,69243.642033,0.90003,328.190213
3105,267.9675,69177.470618,0.899333,328.160364
3112.5,267.91875,69111.350417,0.898637,328.130513
3120,267.87,69045.281398,0.897941,328.100658
3127.5,267.82125,68979.263533,0.897246,328.070801
3135,267.7725,68913.296789,0.896551,328.040941
3142.5,267.72375,68847.381138,0.895857,328.011079
3150,267.675,68781.516549,0.895163,327.981214
3157.5,267.62625,68715.702992,0.894469,327.951346
3165,267.5775,68649.940436,0.893776,327.921475
3172.5,267.52875,68584.228851,0.893083,327.891602
3180,267.48,68518.568207,0.892391,327.861725
3187.5,267.43125,68452.958474,0.891699,327.831847
3195,267.3825,68387.399621,0.891007,327.801965
3202.5,267.33375,68321.891618,0.890316,327.772081
3210,267.285,68256.434436,0.889625,327.742194
3217.5,267.23625,68191.028043,0.888935,327.712304
3225,267.1875,68125.672411,0.888245,327.682412
3232.5,267.13875,68060.367508,0.887555,327.652516
3240,267.09,67995.113304,0.886866,327.622618
3247.5,267.04125,67929.90977,0.886178,327.592718
3255,266.9925,67864.756875,0.885489,327.562814
3262.5,266.94375,67799.65459,0.884801,327.532908
3270,266.895,67734.602883,0.884114,327.502999
3277.5,266.84625,67669.601726,0.883427,327.473088
3285,266.7975,67604.651087,0.88274,327.443174
3292.5,266.74875,67539.750938,0.882054,327.413256
3300,266.7,67474.901247,0.881368,327.383337
3307.5,266.65125,67410.101986,0.880683,327.353414
3315,266.6025,67345.353123,0.879998,327.323489
3322.5,266.55375,67280.654629,0.879313,327.293561
3330,266.505,67216.006474,0.878629,327.26363
3337.5,266.45625,67151.408629,0.877945,327.233697
3345,266.4075,67086.861062,0.877262,327.203761
3352.5,266.35875,67022.363744,0.876579,327.173822
3360,266.31,66957.916645,0.875896,327.14388
3367.5,266.26125,66893.519736,0.875214,327.113936
3375,266.2125,66829.172985,0.874532,327.083988
3382.5,266.16375,66764.876365,0.873851,327.054039
3390,266.115,66700.629843,0.87317,327.024086
3397.5,266.06625,66636.433392,0.872489,326.99413
3405,266.0175,66572.28698,0.871809,326.964172
3412.5,265.96875,66508.190578,0.871129,326.934211
3420,265.92,66444.144156,0.87045,326.904248
3427.5,265.87125,66380.147685,0.869771,326.874281
3435,265.8225,66316.201134,0.869093,326.844312
3442.5,265.77375,66252.304473,0.868414,326.814341
3450,265.725,66188.457674,0.867737,326.784366
3457.5,265.67625,66124.660706,0.867059,326.754389
3465,265.6275,66060.913539,0.866382,326.724408
3472.5,265.57875,65997.216143,0.865706,326.694426
3480,265.53,65933.56849,0.86503,326.66444
3487.5,265.48125,65869.970549,0.864354,326.634452
3495,265.4325,65806.42229,0.863679,326.60446
3502.5,265.38375,65742.923684,0.863004,326.574467
3510,265.335,65679.474701,0.862329,326.54447
3517.5,265.28625,65616.075312,0.861655,326.514471
3525,265.2375,65552.725486,0.860982,326.484468
3532.5,265.18875,65489.425194,0.860308,326.454464
3540,265.14,65426.174407,0.859636,326.424456
3547.5,265.09125,65362.973095,0.858963,326.394445
3555,265.0425,65299.821228,0.858291,326.364432
3562.5,264.99375,65236.718776,0.857619,326.334416
3570,264.945,65173.665711,0.856948,326.304398
3577.5,264.89625,65110.662002,0.856277,326.274376
3585,264.8475,65047.707619,0.855607,326.244352
3592.5,264.79875,64984.802535,0.854937,326.214325
3600,264.75,64921.946718,0.854267,326.184295
3607.5,264.70125,64859.140139,0.853598,326.154263
3615,264.6525,64796.382769,0.852929,326.124227
3622.5,264.60375,64733.674579,0.852261,326.094189
3630,264.555,64671.015538,0.851592,326.064149
3637.5,264.50625,64608.405617,0.850925,326.034105
3645,264.4575,64545.844788,0.850258,326.004059
3652.5,264.40875,64483.333019,0.849591,325.97401
3660,264.36,64420.870283,0.848924,325.943958
3667.5,264.31125,64358.456549,0.848258,325.913903
3675,264.2625,64296.091789,0.847593,325.883846
3682.5,264.21375,64233.775972,0.846927,325.853785
3690,264.165,64171.509069,0.846262,325.823722
3697.5,264.11625,64109.291051,0.845598,325.793657
3705,264.0675,64047.121889,0.844934,325.763588
3712.5,264.01875,63985.001553,0.84427,325.733517
3720,263.97,63922.930014,0.843607,325.703443
3727.5,263.92125,63860.907242,0.842944,325.673366
3735,263.8725,63798.933209,0.842282,325.643286
3742.5,263.82375,63737.007885,0.84162,325.613204
3750,263.775,63675.13124,0.840958,325.583119
3757.5,263.72625,63613.303246,0.840297,325.553031
3765,263.6775,63551.523872,0.839636,325.52294
3772.5,263.62875,63489.793091,0.838975,325.492846
3780,263.58,63428.110872,0.838315,325.46275
3787.5,263.53125,63366.477186,0.837656,325.432651
3795,263.4825,63304.892005,0.836996,325.402549
3802.5,263.43375,63243.355298,0.836338,325.372444
3810,263.385,63181.867037,0.835679,325.342337
3817.5,263.33625,63120.427193,0.835021,325.312227
3825,263.2875,63059.035736,0.834363,325.282114
3832.5,263.23875,62997.692637,0.833706,325.251998
3840,263.19,62936.397868,0.833049,325.221879
3847.5,263.14125,62875.151398,0.832393,325.191758
3855,263.0925,62813.953199,0.831736,325.161634
3862.5,263.04375,62752.803242,0.831081,325.131507
3870,262.995,62691.701497,0.830425,325.101377
3877.5,262.94625,62630.647936,0.829771,325.071244
3885,262.8975,62569.642529,0.829116,325.041109
3892.5,262.84875,62508.685248,0.828462,325.010971
3900,262.8,62447.776063,0.827808,324.98083
3907.5,262.75125,62386.914945,0.827155,324.950686
3915,262.7025,62326.101866,0.826502,324.92054
3922.5,262.65375,62265.336795,0.825849,324.89039
3930,262.605,62204.619706,0.825197,324.860238
3937.5,262.55625,62143.950567,0.824545,324.830083
3945,262.5075,62083.32935,0.823894,324.799925
3952.5,262.45875,62022.756027,0.823243,324.769765
3960,262.41,61962.230568,0.822593,324.739602
3967.5,262.36125,61901.752945,0.821942,324.709435
3975,262.3125,61841.323128,0.821293,324.679266
3982.5,262.26375,61780.941089,0.820643,324.649095
3990,262.215,61720.606798,0.819994,324.61892
3997.5,262.16625,61660.320228,0.819346,324.588743
4005,262.1175,61600.081348,0.818697,324.558563
4012.5,262.06875,61539.89013,0.818049,324.52838
4020,262.02,61479.746545,0.817402,324.498194
4027.5,261.97125,61419.650565,0.816755,324.468005
4035,261.9225,61359.60216,0.816108,324.437814
4042.5,261.87375,61299.601302,0.815462,324.40762
4050,261.825,61239.647962,0.814816,324.377423
4057.5,261.77625,61179.742111,0.814171,324.347223
4065,261.7275,61119.88372,0.813526,324.31702
4072.5,261.67875,61060.07276,0.812881,324.286815
4080,261.63,61000.309204,0.812237,324.256607
4087.5,261.58125,60940.593021,0.811593,324.226396
4095,261.5325,60880.924184,0.810949,324.196182
4102.5,261.48375,60821.302663,0.810306,324.165965
4110,261.435,60761.728431,0.809663,324.135745
4117.5,261.38625,60702.201457,0.809021,324.105523
4125,261.3375,60642.721714,0.808379,324.075298
4132.5,261.28875,60583.289172,0.807737,324.04507
4140,261.24,60523.903804,0.807096,324.014839
4147.5,261.19125,60464.56558,0.806456,323.984606
4155,261.1425,60405.274472,0.805815,323.954369
4162.5,261.09375,60346.030452,0.805175,323.92413
4170,261.045,60286.83349,0.804535,323.893888
4177.5,260.99625,60227.683558,0.803896,323.863643
4185,260.9475,60168.580627,0.803257,323.833395
4192.5,260.89875,60109.524669,0.802619,323.803145
4200,260.85,60050.515656,0.801981,323.772891
4207.5,260.80125,59991.553558,0.801343,323.742635
4215,260.7525,59932.638347,0.800706,323.712376
4222.5,260.70375,59873.769995,0.800069,323.682114
4230,260.655,59814.948473,0.799432,323.651849
4237.5,260.60625,59756.173753,0.798796,323.621582
4245,260.5575,59697.445806,0.798161,323.591311
4252.5,260.50875,59638.764604,0.797525,323.561038
4260,260.46,59580.130118,0.79689,323.530762
4267.5,260.41125,59521.542319,0.796256,323.500483
